Id,MSSubClass,MSZoning,LotFrontage,LotArea,Street,Alley,LandContour,LotConfig,LandSlope,Neighborhood,Condition1,Condition2,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,Exterior1st,Exterior2nd,MasVnrType,MasVnrArea,Foundation,BsmtFinSF1,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,Heating,CentralAir,Electrical,2ndFlrSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,TotRmsAbvGrd,Fireplaces,GarageType,GarageYrBlt,GarageArea,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,Fence,MiscVal,SaleCondition,HasLotFrontage,HasBasement,ExterCond.n,ExterQual.n,HeatingQC.n,KitchenQual.n,BsmtCond.n,FireplaceQu.n,GarageQual.n,GarageCond.n,Functional.n,BsmtFinType1.n,BsmtFinType2.n,PavedDrive.n,Utilities.n,LotShape.n,BsmtExposure.n,PoolQC.n,GarageFinish.n,BsmtHeight,SalePriceLog,YrMoSold
1741,120,FV,-1.72562055202678,-0.754676868941097,Pave,Pave,Lvl,Inside,Gtl,Somerst,Norm,Norm,TwnhsE,1Story,6,5,2008,VinylSd,VinylSd,Stone,0.842191342797423,PConc,962,0,183,1145,GasA,0.268289832918241,SBrkr,-0.785025043886639,-0.483749194258687,1,0,-1.02736282330994,1.23259887250509,-2.26152963504441,-0.207698474525451,-0.925062116656053,0.623631660646747,Attchd,0.30612320101399,0.780920617088256,-0.740760408320604,1.79849236578397,-0.359600750132276,-0.103330530851366,-0.285935458023539,NONE,-0.0895919598967582,Normal,-2.23744784062252,1,2,3,4,3,3,4,3,3,7,6,1,2,3,2,1,0,3,0.297607266471232,0,200906
1742,160,FV,-0.709964510926028,-0.909261555244704,Pave,NONE,Lvl,Inside,Gtl,Somerst,Norm,Norm,TwnhsE,2Story,6,5,2000,MetalSd,MetalSd,BrkFace,2.30172746714384,PConc,507,0,249,756,GasA,0.268289832918241,SBrkr,0.978742071788293,0.0222153015640302,1,0,0.781365814350925,1.23259887250509,-1.04580127322219,-0.207698474525451,-1.56236594448683,-0.924311211315714,Detchd,0.288329974253473,-0.151799352818783,-0.740760408320604,-0.229217179416884,-0.359600750132276,-0.103330530851366,-0.285935458023539,NONE,-0.0895919598967582,Normal,0.44693779307133,1,2,3,4,3,3,0,3,3,7,6,1,2,3,3,1,0,1,0.297607266471232,0,200911
1743,160,FV,-0.680092274423065,-0.811615773084099,Pave,NONE,Lvl,FR2,Gtl,Somerst,Norm,Norm,TwnhsE,2Story,7,5,1999,MetalSd,MetalSd,BrkFace,0.652060200162257,PConc,549,0,142,691,GasA,0.268289832918241,SBrkr,0.939080641938459,-0.0963701271444191,1,0,0.781365814350925,1.23259887250509,0.169927088600022,-0.207698474525451,-0.287758288825272,-0.924311211315714,Detchd,0.286105820908408,0.154466905956663,-0.740760408320604,-0.199615580216871,-0.359600750132276,-0.103330530851366,-0.285935458023539,NONE,-0.0895919598967582,Normal,0.44693779307133,1,2,3,4,3,3,0,3,3,7,6,1,2,3,3,1,0,1,0.297607266471232,0,200912
1744,20,RL,-1.72562055202678,0.573939831963651,Pave,NONE,Lvl,Inside,Gtl,Veenker,Norm,Norm,1Fam,1Story,8,9,1977,MetalSd,MetalSd,BrkFace,1.94942564402574,CBlock,1252,136,306,1694,GasA,0.268289832918241,SBrkr,-0.785025043886639,0.381924435312993,1,0,0.781365814350925,-0.756321032880405,-1.04580127322219,-0.207698474525451,-0.925062116656053,0.623631660646747,Attchd,0.237174447316985,0.78556101494849,3.21956004169131,1.07325318538367,-0.359600750132276,8.8309650720852,-0.285935458023539,NONE,-0.0895919598967582,Normal,-2.23744784062252,1,4,4,4,4,4,4,3,3,7,6,5,2,3,2,4,0,3,0.297607266471232,0,200909
1745,20,RL,1.56032546329918,0.665625417031336,Pave,NONE,Lvl,Inside,Gtl,Veenker,Norm,Norm,1Fam,1Story,7,5,1981,BrkFace,BrkFace,None,-0.567015949674981,CBlock,121,0,1619,1740,GasA,0.268289832918241,SBrkr,-0.785025043886639,0.472839930656138,0,0,-1.02736282330994,1.23259887250509,-1.04580127322219,-0.207698474525451,0.349545539005509,-0.924311211315714,Attchd,0.246071060697244,0.31224043320462,1.06154111384051,-0.406826774616959,3.03428066510077,-0.103330530851366,-0.285935458023539,NONE,-0.0895919598967582,Normal,0.44693779307133,1,2,3,2,3,3,0,3,3,7,2,1,2,3,3,2,0,2,0.297607266471232,0,200909
1746,80,RL,0.664158368210282,-0.0720440827455964,Pave,NONE,Low,FR2,Mod,Veenker,Feedr,Norm,1Fam,SLvl,8,5,1976,Plywood,Plywood,BrkFace,0.551402536414229,CBlock,0,0,392,392,GasA,0.268289832918241,SBrkr,1.57599654482107,1.97294560381802,0,0,0.781365814350925,1.23259887250509,1.38565545042224,-0.207698474525451,-0.925062116656053,0.623631660646747,Attchd,0.234950293971921,0.251915261021577,-0.740760408320604,0.244408407783317,-0.359600750132276,-0.103330530851366,-0.285935458023539,NONE,-0.0895919598967582,Abnorml,0.44693779307133,1,3,3,4,2,3,4,3,3,7,1,1,2,3,3,1,0,1,-0.250997476711292,0,200901
1747,60,RL,-1.72562055202678,0.325133306510266,Pave,NONE,Lvl,CulDSac,Gtl,NWAmes,PosN,Norm,1Fam,2Story,7,6,1974,VinylSd,VinylSd,None,-0.567015949674981,CBlock,560,42,150,752,GasA,0.268289832918241,SBrkr,1.03940072920568,1.11913051711719,0,0,0.781365814350925,1.23259887250509,0.169927088600022,-0.207698474525451,0.349545539005509,2.17157453260921,Attchd,0.230501987281791,1.44449751110172,1.60697446923137,-0.110810782616833,-0.359600750132276,-0.103330530851366,-0.285935458023539,NONE,-0.0895919598967582,Normal,-2.23744784062252,1,2,2,2,3,3,3,3,3,7,6,2,2,3,2,2,0,2,-0.250997476711292,0,200909
1748,60,RL,0.664158368210282,0.0294060805381488,Pave,NONE,Lvl,Inside,Gtl,NWAmes,PosA,Norm,1Fam,2Story,6,7,1967,MetalSd,MetalSd,BrkFace,0.864559712519207,PConc,0,0,932,932,GasA,0.268289832918241,SBrkr,2.40888657166757,2.25162136128288,0,0,0.781365814350925,1.23259887250509,2.60138381224446,-0.207698474525451,0.98684936683629,0.623631660646747,Attchd,0.214932913866338,0.196230486698769,-0.740760408320604,1.07325318538367,-0.359600750132276,-0.103330530851366,2.7047325693424,NONE,-0.0895919598967582,Normal,0.44693779307133,1,2,2,3,3,3,3,3,3,7,1,1,2,3,3,1,0,2,-0.250997476711292,0,200908
1749,20,RL,0.664158368210282,-0.0720440827455964,Pave,NONE,Lvl,Inside,Gtl,NWAmes,Feedr,Norm,1Fam,1Story,5,5,1969,HdBoard,HdBoard,BrkFace,0.148771881422113,CBlock,553,147,588,1288,GasA,0.268289832918241,SBrkr,-0.785025043886639,-0.325635289314088,0,1,0.781365814350925,-0.756321032880405,0.169927088600022,-0.207698474525451,-0.287758288825272,0.623631660646747,Attchd,0.219381220556468,0.135905314515727,1.7255469377946,-0.540033971017015,-0.359600750132276,-0.103330530851366,-0.285935458023539,NONE,1.05617616723985,Normal,0.44693779307133,1,2,2,2,2,3,2,3,3,7,5,3,2,3,3,2,0,2,0.297607266471232,0,200911
1750,20,RL,0.514797185695465,-0.148131705208405,Pave,NONE,Lvl,Inside,Gtl,NWAmes,Feedr,Norm,1Fam,1Story,6,5,1969,HdBoard,HdBoard,BrkFace,0.551402536414229,CBlock,955,0,261,1216,GasA,0.268289832918241,SBrkr,-0.785025043886639,-0.562806146730986,1,0,-1.02736282330994,-0.756321032880405,0.169927088600022,-0.207698474525451,-0.925062116656053,-0.924311211315714,Attchd,0.219381220556468,-0.634400730283121,-0.740760408320604,-0.702842766617084,-0.359600750132276,-0.103330530851366,-0.285935458023539,MnPrv,-0.0895919598967582,Abnorml,0.44693779307133,1,2,2,2,2,3,0,3,3,7,4,1,2,3,3,3,0,1,-0.250997476711292,0,200911
1751,60,RL,-1.72562055202678,0.457272144187344,Pave,NONE,Lvl,Inside,Gtl,NWAmes,Norm,Norm,1Fam,2Story,7,7,1977,HdBoard,HdBoard,BrkFace,1.01554620814125,PConc,432,0,476,908,GasA,0.268289832918241,SBrkr,1.4826755334097,1.55592017952664,0,0,-1.02736282330994,3.22151877789059,1.38565545042224,-0.207698474525451,0.98684936683629,2.17157453260921,Attchd,0.237174447316985,0.219432475999939,1.79669041893254,0.362814804583367,-0.359600750132276,-0.103330530851366,2.49111342453054,NONE,-0.0895919598967582,Normal,-2.23744784062252,1,3,2,4,3,3,3,3,3,7,6,1,2,3,2,1,0,2,0.297607266471232,0,200903
1752,20,RL,0.126458111156943,-0.38527146188416,Pave,NONE,Lvl,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,6,1967,HdBoard,HdBoard,None,-0.567015949674981,PConc,648,0,216,864,GasA,0.268289832918241,SBrkr,-0.785025043886639,-1.25850732848722,0,1,-1.02736282330994,-0.756321032880405,-1.04580127322219,-0.207698474525451,-0.925062116656053,-0.924311211315714,Attchd,0.214932913866338,-0.745770278928738,-0.740760408320604,-0.702842766617084,-0.359600750132276,-0.103330530851366,-0.285935458023539,GdPrv,-0.0895919598967582,Normal,0.44693779307133,1,2,2,2,2,3,0,3,3,7,4,1,2,3,3,1,0,3,-0.250997476711292,0,200909
1753,20,RL,0.664158368210282,-0.0720440827455964,Pave,NONE,Lvl,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,5,1967,HdBoard,HdBoard,None,-0.567015949674981,CBlock,0,0,1568,1568,GasA,0.268289832918241,SBrkr,-0.785025043886639,0.13289503502525,0,0,-1.02736282330994,1.23259887250509,0.169927088600022,-0.207698474525451,0.349545539005509,-0.924311211315714,Attchd,0.214932913866338,-0.151799352818783,0.524012589687193,-0.110810782616833,-0.359600750132276,-0.103330530851366,-0.285935458023539,NONE,-0.0895919598967582,Normal,0.44693779307133,1,2,2,2,2,3,0,3,3,7,1,1,2,3,3,1,0,1,-0.250997476711292,0,200906
1754,60,RL,0.664158368210282,-0.0720440827455964,Pave,NONE,Lvl,Inside,Gtl,NWAmes,Norm,Norm,1Fam,2Story,7,5,1974,Plywood,Plywood,BrkFace,0.842191342797423,CBlock,698,0,467,1165,GasA,0.268289832918241,SBrkr,1.30536561172809,1.10727197424634,0,1,0.781365814350925,1.23259887250509,1.38565545042224,-0.207698474525451,0.98684936683629,0.623631660646747,Attchd,0.230501987281791,0.117343723074791,-0.740760408320604,0.436818802583398,-0.359600750132276,-0.103330530851366,3.20317724057005,NONE,-0.0895919598967582,Abnorml,0.44693779307133,1,2,2,3,2,3,3,3,3,7,5,1,2,3,3,1,0,2,-0.250997476711292,0,200908
1755,85,RL,-1.72562055202678,0.802963575576706,Pave,NONE,Lvl,Inside,Gtl,NWAmes,Norm,Norm,1Fam,SFoyer,6,5,1971,HdBoard,HdBoard,BrkFace,2.27935909742206,CBlock,962,0,270,1232,GasA,0.268289832918241,SBrkr,-0.785025043886639,-0.357258070303008,0,1,0.781365814350925,-0.756321032880405,0.169927088600022,-0.207698474525451,-0.925062116656053,0.623631660646747,Attchd,0.223829527246597,0.103422529494089,-0.740760408320604,-0.406826774616959,-0.359600750132276,-0.103330530851366,-0.285935458023539,NONE,-0.0895919598967582,Normal,-2.23744784062252,1,2,2,1,2,3,4,3,3,7,6,1,2,3,3,3,0,2,0.297607266471232,0,200908
1756,20,RL,0.0667136381510165,-0.346466774428127,Pave,NONE,Lvl,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,4,7,1960,VinylSd,VinylSd,None,-0.567015949674981,CBlock,734,0,160,894,GasA,0.268289832918241,SBrkr,-0.785025043886639,-1.199214614133,1,0,-1.02736282330994,-0.756321032880405,-1.04580127322219,-0.207698474525451,-0.925062116656053,0.623631660646747,Detchd,0.261640134112697,-0.35597685866908,-0.740760408320604,-0.702842766617084,-0.359600750132276,14.1915424338471,-0.285935458023539,GdWo,-0.0895919598967582,Normal,0.44693779307133,1,2,2,3,2,3,1,3,3,7,5,1,2,3,3,1,0,1,-0.250997476711292,0,200911
1757,20,RL,0.216074820665833,-0.259092821300002,Pave,NONE,Lvl,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,7,1959,MetalSd,MetalSd,None,-0.567015949674981,CBlock,403,0,461,864,GasA,0.268289832918241,SBrkr,-0.785025043886639,-1.25850732848722,0,0,-1.02736282330994,-0.756321032880405,0.169927088600022,-0.207698474525451,-0.925062116656053,-0.924311211315714,Detchd,0.199363840450886,-0.764331870369674,-0.740760408320604,-0.702842766617084,-0.359600750132276,-0.103330530851366,-0.285935458023539,NONE,-0.0895919598967582,Normal,0.44693779307133,1,2,2,4,2,3,0,3,3,7,4,1,2,3,3,1,0,1,-0.250997476711292,0,200912
1758,20,RL,-1.72562055202678,-0.0910659883612986,Pave,NONE,Lvl,Corner,Gtl,NAmes,Norm,Norm,1Fam,1Story,4,5,1957,Wd Sdng,Wd Sdng,BrkFace,0.327718839196387,CBlock,775,0,265,1040,GasA,0.268289832918241,SBrkr,-0.785025043886639,-0.274248270207093,1,0,-1.02736282330994,-0.756321032880405,0.169927088600022,-0.207698474525451,-0.287758288825272,0.623631660646747,Attchd,0.248295214042309,1.37025114533798,-0.740760408320604,-0.702842766617084,0.948133373168531,-0.103330530851366,-0.285935458023539,MnPrv,-0.0895919598967582,Normal,-2.23744784062252,1,2,2,2,2,3,4,3,3,7,4,1,2,3,2,1,0,2,-0.250997476711292,0,200908
1759,20,RL,-1.72562055202678,0.421891399742138,Pave,NONE,Lvl,Corner,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,6,1956,Wd Sdng,Wd Sdng,BrkFace,-0.175569479543757,CBlock,625,201,222,1048,GasA,0.268289832918241,SBrkr,-0.785025043886639,0.449122844914448,1,0,0.781365814350925,-0.756321032880405,0.169927088600022,-0.207698474525451,0.349545539005509,0.623631660646747,Detchd,0.190467227070627,0.479294756173045,-0.740760408320604,0.762436393783536,-0.359600750132276,-0.103330530851366,-0.285935458023539,NONE,-0.0895919598967582,Normal,-2.23744784062252,1,3,2,1,2,3,4,3,3,6,4,2,2,3,2,1,0,1,-0.250997476711292,0,200910
1760,20,RL,0.813519550725098,-0.103747258771767,Pave,NONE,Lvl,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,6,1961,Wd Sdng,Wd Sdng,BrkFace,0.646468107731811,CBlock,310,512,491,1313,GasA,0.268289832918241,SBrkr,-0.785025043886639,-0.37109303698566,1,0,-1.02736282330994,1.23259887250509,0.169927088600022,-0.207698474525451,-0.287758288825272,0.623631660646747,Attchd,0.20158799379595,0.637068283421001,0.618870564537778,-0.288420377816909,-0.359600750132276,-0.103330530851366,1.86805758549597,MnPrv,-0.0895919598967582,Normal,0.44693779307133,1,2,2,2,3,3,3,3,3,7,5,4,2,3,3,1,0,2,-0.250997476711292,0,200905
1761,20,RL,1.709686645814,0.042087350948617,Pave,NONE,Lvl,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,5,1964,HdBoard,HdBoard,Stone,0.23824536030925,CBlock,998,0,294,1292,GasA,0.268289832918241,SBrkr,-0.785025043886639,-0.412597937033617,1,0,-1.02736282330994,1.23259887250509,0.169927088600022,-0.207698474525451,-0.287758288825272,2.17157453260921,Detchd,0.208260453831144,0.219432475999939,-0.740760408320604,-0.229217179416884,-0.359600750132276,-0.103330530851366,1.35181131886733,NONE,-0.0895919598967582,Abnorml,0.44693779307133,1,3,2,2,2,3,4,3,3,7,2,1,2,3,2,1,0,1,-0.250997476711292,0,200910
1762,60,RL,-1.72562055202678,-0.151936086331546,Pave,NONE,Lvl,Corner,Gtl,NAmes,Norm,Norm,1Fam,2Story,5,6,1965,MetalSd,MetalSd,None,-0.567015949674981,CBlock,388,0,356,744,GasA,0.268289832918241,SBrkr,2.28290320626222,1.26340945537913,0,0,0.781365814350925,1.23259887250509,1.38565545042224,-0.207698474525451,0.349545539005509,0.623631660646747,Attchd,0.210484607176209,0.354004013946726,-0.740760408320604,-0.110810782616833,3.75042078024169,-0.103330530851366,-0.285935458023539,MnPrv,-0.0895919598967582,Normal,-2.23744784062252,1,3,2,2,2,3,3,3,3,7,5,1,2,3,2,1,0,3,-0.250997476711292,0,200909
1763,80,RL,0.813519550725098,0.165729737450681,Pave,NONE,Lvl,Corner,Gtl,NAmes,Norm,Norm,1Fam,SLvl,6,6,1961,HdBoard,HdBoard,BrkFace,-0.0637276309348365,CBlock,568,0,640,1208,GasA,0.268289832918241,SBrkr,-0.785025043886639,0.148706425519709,1,0,-1.02736282330994,-0.756321032880405,1.38565545042224,-0.207698474525451,0.349545539005509,0.623631660646747,BuiltIn,0.20158799379595,-0.485907998755633,-0.0688497531289616,-0.702842766617084,-0.359600750132276,-0.103330530851366,-0.285935458023539,NONE,-0.0895919598967582,Normal,0.44693779307133,1,2,2,4,3,3,1,3,3,7,5,1,2,3,3,4,0,3,-0.250997476711292,0,200912
1764,20,RL,0.305691530174723,-0.0507395484560099,Pave,NONE,Lvl,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,5,1955,Wd Sdng,Wd Sdng,None,-0.567015949674981,CBlock,100,247,613,960,GasA,0.268289832918241,SBrkr,-0.785025043886639,-1.0687706425537,1,0,-1.02736282330994,-0.756321032880405,-1.04580127322219,-0.207698474525451,-0.925062116656053,-0.924311211315714,Attchd,0.188243073725562,-0.662243117444525,-0.740760408320604,0.333213205383354,-0.359600750132276,-0.103330530851366,-0.285935458023539,MnPrv,-0.0895919598967582,Normal,0.44693779307133,1,2,2,3,2,3,0,3,3,7,3,5,2,3,3,1,0,2,-0.250997476711292,0,200905
1765,20,RL,0.962880733239914,-0.034000271514192,Pave,NONE,Lvl,Inside,Gtl,NAmes,Feedr,Norm,1Fam,1Story,6,5,1967,BrkComm,Brk Cmn,None,-0.567015949674981,CBlock,1173,0,507,1680,GasA,0.268289832918241,SBrkr,-0.785025043886639,0.375995163877571,1,0,-1.02736282330994,-0.756321032880405,-1.04580127322219,-0.207698474525451,-0.925062116656053,-0.924311211315714,Attchd,0.214932913866338,0.35864441180696,-0.740760408320604,0.288810806583336,3.68814772675117,-0.103330530851366,-0.285935458023539,MnPrv,-0.0895919598967582,Normal,0.44693779307133,1,2,3,2,2,3,0,4,3,7,3,1,2,3,3,1,0,1,-0.250997476711292,0,200907
1766,20,RL,1.02262520624584,0.0513446783482587,Pave,NONE,Lvl,Corner,Gtl,NAmes,Norm,Norm,1Fam,1Story,6,6,1961,MetalSd,MetalSd,BrkFace,-0.550239672383642,CBlock,1312,0,141,1453,GasA,0.268289832918241,SBrkr,-0.785025043886639,-0.0943937033326116,1,0,0.781365814350925,-0.756321032880405,0.169927088600022,-0.207698474525451,-0.287758288825272,0.623631660646747,Attchd,0.20158799379595,0.26583645460228,-0.740760408320604,0.0223964137832229,-0.359600750132276,-0.103330530851366,4.84092401746092,GdPrv,-0.0895919598967582,Normal,0.44693779307133,1,2,2,4,2,3,3,3,3,7,3,1,2,3,2,1,0,2,-0.250997476711292,0,200907
1767,20,RL,0.664158368210282,0.574066644667756,Pave,NONE,Lvl,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,6,8,1966,MetalSd,MetalSd,BrkFace,0.607323460718689,CBlock,1387,0,175,1562,GasA,0.268289832918241,SBrkr,-0.785025043886639,0.130918611213442,1,0,0.781365814350925,-0.756321032880405,-1.04580127322219,-0.207698474525451,-0.925062116656053,2.17157453260921,Attchd,0.212708760521274,0.321521228925088,-0.740760408320604,0.925245189383605,-0.359600750132276,-0.103330530851366,5.80221016911426,GdWo,-0.0895919598967582,Normal,0.44693779307133,1,3,2,3,3,3,4,3,3,7,5,1,2,3,2,1,0,1,-0.250997476711292,0,200910
1768,20,RL,0.455052712689539,-0.178566754193529,Pave,NONE,Lvl,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,7,1956,Wd Sdng,Wd Sdng,BrkFace,0.350087208918171,CBlock,856,0,313,1169,GasA,0.268289832918241,SBrkr,-0.785025043886639,-0.705108661181125,1,0,-1.02736282330994,-0.756321032880405,0.169927088600022,-0.207698474525451,-0.287758288825272,-0.924311211315714,Attchd,0.190467227070627,-0.866420623294823,1.29078121972942,-0.702842766617084,-0.359600750132276,-0.103330530851366,-0.285935458023539,NONE,-0.0895919598967582,Normal,0.44693779307133,1,2,3,2,2,3,0,3,3,7,5,1,2,3,3,1,0,2,-0.250997476711292,0,200909
1769,20,RL,-1.72562055202678,0.268448027775474,Pave,NONE,Lvl,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,7,6,1960,Plywood,Plywood,BrkFace,0.148771881422113,CBlock,544,0,785,1329,GasA,0.268289832918241,SBrkr,-0.785025043886639,-0.33947025599674,0,0,-1.02736282330994,1.23259887250509,0.169927088600022,-0.207698474525451,-0.925062116656053,2.17157453260921,Attchd,0.199363840450886,-0.147158954958549,-0.740760408320604,-0.702842766617084,2.80075671451134,-0.103330530851366,-0.285935458023539,NONE,-0.0895919598967582,Normal,-2.23744784062252,1,2,2,3,2,3,4,3,3,7,4,1,2,3,2,1,0,1,-0.250997476711292,0,200911
1770,20,RL,0.245947057168796,-0.117696656223282,Pave,NONE,Lvl,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,6,8,1959,MetalSd,MetalSd,None,-0.567015949674981,CBlock,708,0,280,988,GasA,0.268289832918241,SBrkr,-0.785025043886639,-1.01343077582309,1,0,0.781365814350925,-0.756321032880405,0.169927088600022,-0.207698474525451,-0.287758288825272,-0.924311211315714,Attchd,0.197139687105821,-0.815376246832248,0.492393264736998,-0.702842766617084,-0.359600750132276,-0.103330530851366,-0.285935458023539,NONE,-0.0895919598967582,Normal,0.44693779307133,1,2,3,2,3,3,0,3,3,7,5,1,2,3,2,1,0,1,-0.250997476711292,0,200909
1771,20,RL,0.365436003180649,-0.179834881234576,Pave,NONE,Lvl,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,5,1956,BrkFace,BrkFace,None,-0.567015949674981,CBlock,435,202,565,1202,GasA,0.268289832918241,SBrkr,-0.785025043886639,-0.590476080096291,0,1,-1.02736282330994,-0.756321032880405,0.169927088600022,-0.207698474525451,-0.287758288825272,-0.924311211315714,Attchd,0.190467227070627,-0.78289346181061,-0.740760408320604,-0.184814780616865,1.50859085458316,-0.103330530851366,-0.285935458023539,GdWo,-0.0895919598967582,Abnorml,0.44693779307133,1,2,2,2,2,3,0,3,3,7,3,4,2,3,3,1,0,2,-0.250997476711292,0,200903
1772,20,RL,0.365436003180649,-0.179834881234576,Pave,NONE,Lvl,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,5,1955,AsbShng,AsbShng,None,-0.567015949674981,CBlock,172,483,727,1382,GasA,0.268289832918241,FuseA,-0.785025043886639,-0.234719793970943,0,1,-1.02736282330994,-0.756321032880405,0.169927088600022,-0.207698474525451,-0.287758288825272,-0.924311211315714,Attchd,0.188243073725562,-0.569435160239845,1.47259233819304,-0.702842766617084,-0.359600750132276,-0.103330530851366,-0.285935458023539,GdWo,-0.0895919598967582,Normal,0.44693779307133,1,2,2,3,3,3,0,3,3,7,3,2,2,3,3,1,0,1,-0.250997476711292,0,200910
1773,20,RL,0.664158368210282,0.0294060805381488,Pave,NONE,Lvl,Corner,Gtl,NAmes,Norm,Norm,1Fam,1Story,4,5,1956,Plywood,Plywood,None,-0.567015949674981,CBlock,155,750,295,1200,GasA,0.268289832918241,SBrkr,-0.785025043886639,-0.594428927719906,1,0,-1.02736282330994,-0.756321032880405,0.169927088600022,-0.207698474525451,-0.287758288825272,2.17157453260921,Attchd,0.190467227070627,-0.82929744041295,-0.740760408320604,2.0945083577841,1.81995612203574,-0.103330530851366,-0.285935458023539,NONE,-0.0895919598967582,Family,0.44693779307133,1,2,2,2,2,3,4,3,3,7,3,2,2,3,3,1,0,1,-0.250997476711292,0,200903
1774,90,RL,0.544669422198429,-0.0870079818299488,Pave,NONE,Lvl,Inside,Gtl,NAmes,Norm,Norm,Duplex,1Story,5,4,1958,Wd Sdng,Wd Sdng,BrkFace,3.10698877712807,PConc,0,0,1866,1866,GasA,0.268289832918241,SBrkr,-0.785025043886639,0.721869330943881,0,0,0.781365814350925,-0.756321032880405,1.38565545042224,4.45593111885755,0.98684936683629,-0.924311211315714,Detchd,0.194915533760756,0.103422529494089,-0.740760408320604,-0.702842766617084,-0.359600750132276,-0.103330530851366,-0.285935458023539,NONE,-0.0895919598967582,Normal,0.44693779307133,1,2,2,4,2,3,0,3,2,7,1,1,2,3,3,1,0,1,-0.250997476711292,0,200904
1775,20,RL,-0.142392017369726,-0.258712383187688,Pave,NONE,Lvl,CulDSac,Gtl,NAmes,Norm,Norm,1Fam,1Story,6,7,1954,MetalSd,MetalSd,BrkFace,-0.119648555239297,CBlock,490,0,572,1062,GasA,0.268289832918241,SBrkr,-0.785025043886639,-0.86717541374934,1,0,-1.02736282330994,-0.756321032880405,0.169927088600022,-0.207698474525451,-0.287758288825272,-0.924311211315714,Attchd,0.186018920380498,-0.815376246832248,-0.740760408320604,-0.702842766617084,-0.359600750132276,-0.103330530851366,-0.285935458023539,NONE,-0.0895919598967582,Normal,0.44693779307133,1,2,2,3,2,3,0,3,3,7,5,1,2,3,2,1,0,1,-0.250997476711292,0,200905
1776,20,RL,0.275819293671759,0.367996000497649,Pave,NONE,Lvl,Corner,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,5,1951,MetalSd,MetalSd,None,-0.567015949674981,CBlock,308,0,323,631,GasA,0.268289832918241,FuseA,-0.785025043886639,-0.768354223158965,0,0,-1.02736282330994,-0.756321032880405,-1.04580127322219,-0.207698474525451,-0.925062116656053,-0.924311211315714,Basment,0.179346460345304,0.0338165615905783,-0.740760408320604,-0.702842766617084,-0.359600750132276,-0.103330530851366,4.25347136922833,NONE,-0.0895919598967582,Normal,0.44693779307133,1,2,2,2,2,3,0,3,3,7,3,1,2,3,3,1,0,1,-0.250997476711292,0,200902
1777,30,RL,0.664158368210282,-0.21407431134284,Pave,NONE,Lvl,Corner,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,6,1945,MetalSd,MetalSd,None,-0.567015949674981,CBlock,700,0,93,793,GasA,0.268289832918241,SBrkr,-0.785025043886639,-1.39883341912555,1,0,-1.02736282330994,-0.756321032880405,-1.04580127322219,-0.207698474525451,-1.56236594448683,-0.924311211315714,Detchd,0.166001540274916,-1.07987892486559,-0.740760408320604,-0.702842766617084,-0.359600750132276,-0.103330530851366,-0.285935458023539,NONE,-0.0895919598967582,Normal,0.44693779307133,1,3,2,2,1,3,0,3,3,7,4,1,2,3,3,1,0,1,-0.250997476711292,0,200911
1778,20,RL,0.0667136381510165,-0.322372360648238,Pave,NONE,Lvl,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,8,1952,Wd Sdng,Wd Sdng,None,-0.567015949674981,CBlock,931,0,100,1031,GasA,0.268289832918241,SBrkr,-0.785025043886639,-0.928444551915372,1,0,-1.02736282330994,-0.756321032880405,-1.04580127322219,-0.207698474525451,-0.925062116656053,-0.924311211315714,Attchd,0.181570613690368,-1.12628290346793,-0.740760408320604,-0.702842766617084,-0.359600750132276,-0.103330530851366,-0.285935458023539,MnPrv,-0.0895919598967582,Normal,0.44693779307133,1,2,3,3,3,3,0,3,3,7,6,1,2,3,3,1,0,1,-0.250997476711292,0,200906
